Hours,HPHtgLd_W
244,467.1
245,460.2
246,623.1
247,570.7
248,1196.2
249,2038.8
250,2214.8
251,2262.3
252,2686
253,3215.3
254,3065.9
255,2020.5
256,1947.9
257,2524.4
258,1594.8
259,1316.6
260,1002.4
261,1096.9
262,632.6
263,461.1
264,468.7
265,458.4
266,469.9
267,457.6
268,470.3
269,461
270,620.9
271,575.3
272,1194.5
273,2045.1
274,2215.8
275,2271.1
276,2689
277,3216.1
278,3072.6
279,2018.9
280,1956.6
281,2525.3
282,1593.5
283,1323.9
284,999.2
285,1097.1
286,634.7
287,470.3
288,459.7
289,469.7
290,459.3
291,470
292,458.4
293,470.5
294,623.1
295,567
296,1203.2
297,2046.6
298,2215.5
299,2274.5
300,2692
301,3224.9
302,3072.3
303,2029.6
304,1953.6
305,2531.5
306,1598.8
307,1315.3
308,1004.8
309,1104.4
310,631.2
311,466.1
312,467.6
313,461.5
314,468.6
315,460.6
316,469.5
317,459.7
318,625.7
319,575.6
320,781.3
321,994.4
322,1308.4
323,1216.8
324,1416.9
325,1271.8
326,1209
327,999.7
328,892.8
329,942.8
330,582.3
331,574.6
332,564.1
333,576.9
334,678.3
335,462.1
336,470.8
337,406.5
338,418.6
339,406.3
340,418.5
341,406.8
342,573.6
343,408.6
344,419.3
345,405.8
346,418.6
347,406.3
348,522.3
349,520.9
350,669.8
351,526.7
352,406.9
353,419.6
354,405.8
355,418.9
356,406.3
357,418.1
358,562.4
359,422
360,405.3
361,419.8
362,406.2
363,419
364,406.7
365,418.7
366,562.4
367,422.9
368,405.6
369,419.8
370,406.2
371,418.9
372,510.2
373,525.4
374,678.6
375,515.2
376,420
377,406.5
378,418.9
379,407.1
380,418.2
381,407.6
382,573.9
383,408.6
384,418.9
385,458.7
386,472.2
387,463.2
388,468.4
389,469.2
390,618
391,578.6
392,1201.5
393,2061.3
394,2228.1
395,2288.6
396,2706.8
397,3239.6
398,3090.8
399,2037.7
400,1967.4
401,2543.9
402,1607.1
403,1323.4
404,1004.5
405,1113.7
406,627.2
407,475.4
408,467.9
409,464.5
410,468.7
411,463.5
412,469.6
413,462.5
414,627.6
415,576.7
416,1204.5
417,2057.6
418,2236.8
419,2284.9
420,2712
421,3243.7
422,3098.8
423,2035.9
424,1969.4
425,2546.5
426,1607.4
427,1333.3
428,1006.4
429,1105.1
430,638
431,472.4
432,462.3
433,471.3
434,461.7
435,472
436,460.8
437,472.6
438,626.7
439,570.2
440,1212.2
441,2062
442,2233.8
443,2290.4
444,2714.2
445,3251.9
446,3098.3
447,2042.9
448,1967.5
449,2552.5
450,1611
451,1331
452,1010.6
453,1107.2
454,638.1
455,463.4
456,472.6
457,460.5
458,473.5
459,465.5
460,468.3
461,470.4
462,619.5
463,580.1
464,1205.5
465,2069.5
466,2234.8
467,2297.3
468,2717.5
469,3252.9
470,3101.4
471,2047.5
472,1971.7
473,2554.5
474,1613.3
475,1326.5
476,1012.8
477,1113.3
478,637.1
479,467
480,470.6
481,463.7
482,471.6
483,462.8
484,472.5
485,461.8
486,630.4
487,579.1
488,787.5
489,1001.7
490,1318.7
491,1228.1
492,1427.1
493,1282.7
494,1218.1
495,1007.2
496,901.3
497,955.1
498,578.9
499,579.2
500,577
501,570.5
502,683.4
503,474.1
504,464.1
505,418.7
506,411.3
507,417.2
508,411.8
509,412.7
510,572.2
511,421.1
512,410.6
513,418
514,411.1
515,417.4
516,515.9
517,526.2
518,681.6
519,520.8
520,419.2
521,411.2
522,417.1
523,411.7
524,416.9
525,412.2
526,575.5
527,413.2
528,417.5
529,463.5
530,472.3
531,463.4
532,473.1
533,462.5
534,631.5
535,580.1
536,1210.1
537,2071.3
538,2247.4
539,2303.1
540,2727.5
541,3262.8
542,3114.9
543,2050.6
544,1982
545,2562.3
546,1618.1
547,1332.5
548,1010.7
549,1120.8
550,630.3
551,477.6
552,470.3
553,466.1
554,471.3
555,465.1
556,472
557,464.2
558,631
559,579.7
560,1211.8
561,2071.6
562,2252.4
563,2302.8
564,2731
565,3266.6
566,3119.8
567,2050.6
568,1986.2
569,2563.6
570,1618.8
571,1336.5
572,1012
573,1119.9
574,633.1
575,477.2
576,463.1
577,474
578,471
579,466.3
580,471.8
581,465.4
582,631.1
583,579.4
584,1213.8
585,2073.9
586,2254
587,2304.6
588,2734.2
589,3270.3
590,3124
591,2051.6
592,1989
593,2565.9
594,1620
595,1339.1
596,1013
597,1119.2
598,635.7
599,476.9
600,461.8
601,476
602,470.8
603,467.2
604,471.4
605,466.1
606,631.4
607,576.2
608,1218.2
609,2076.1
610,2256.8
611,2305.8
612,2737.1
613,3273.8
614,3127.5
615,2053.4
616,1990.2
617,2569.4
618,1621.5
619,1340.5
620,1013.9
621,1120.1
622,636.3
623,477.2
624,462.1
625,476.3
626,471.1
627,467.5
628,471.7
629,466.4
630,631.9
631,576.8
632,1219.2
633,2078.1
634,2259
635,2309.7
636,2738.5
637,3277.1
638,3130.4
639,2055.9
640,1992.2
641,2571.8
642,1623.4
643,1340.8
644,1014.7
645,1122.6
646,634.9
647,478.1
648,463.2
649,475.7
650,471.9
651,467.2
652,472.7
653,466.2
654,632.5
655,581
656,785.5
657,1015.2
658,1328.8
659,1232.3
660,1441
661,1290.7
662,1226.6
663,1014.3
664,905
665,957.9
666,587.1
667,581.5
668,578.9
669,574.9
670,687
671,470.7
672,471.6
673,418.5
674,414.6
675,411.9
676,419.8
677,409
678,580.8
679,422.1
680,412.9
681,419
682,413.4
683,415.7
684,521.4
685,528.1
686,685
687,524.1
688,420.8
689,413.3
690,418.2
691,413.7
692,418.1
693,414.2
694,578.3
695,415.1
696,419.3
697,465.7
698,474.2
699,465.6
700,475.1
701,464.6
702,634.6
703,583
704,1217.8
705,2086.1
706,2263
707,2319.6
708,2746.4
709,3286.7
710,3135.2
711,2068.2
712,1992.6
713,2581.3
714,1628.7
715,1339.9
716,1026
717,1119.4
718,642.9
719,468.3
720,474.7
721,465.2
722,475.9
723,464.2
724,476.4
725,466.8
726,631.5
727,584.3
728,1218.2
729,2091.2
730,2261.8
731,2322.7
732,2747
733,3292.3
734,3137.6
735,2069.9
736,1992.7
737,2582.6
738,1631.2
739,1346.6
740,1021.5
741,1119.5
742,644.1
743,466.5
744,476.4
745,466.6
746,474.3
747,473.8
748,467.3
749,474.7
750,624.3
751,585.7
752,1219.5
753,2095.7
754,2260.9
755,2324.3
756,2749.9
757,3296.2
758,3141.2
759,2068.8
760,1993
761,2586.6
762,1631.5
763,1350.7
764,1019.5
765,1119.7
766,645.4
767,476.3
768,467
769,475.2
770,466.2
771,475.7
772,465.1
773,476.5
774,633.4
775,576
776,1228.6
777,2090
778,2266.9
779,2321.6
780,2753.9
781,3297.1
782,3146.9
783,2067.1
784,2000.2
785,2586.6
786,1630.8
787,1350.6
788,1019.7
789,1124
790,641.9
791,479.1
792,464.5
793,477.7
794,468
795,474.2
796,474.2
797,468.6
798,634.6
799,577.3
800,1227.8
801,2090.5
802,2272.6
803,2322.7
804,2756.8
805,3297.8
806,3148.6
807,2070.6
808,2002.9
809,2588.6
810,1634.7
811,1343.8
812,1022.3
813,1129.1
814,641.1
815,473.8
816,474.4
817,467.8
818,475.4
819,466.8
820,476.3
821,465.7
822,636.6
823,584.7
824,796
825,1013.4
826,1334.7
827,1243
828,1446.3
829,1297.3
830,1232.4
831,1025.8
832,912.6
833,961.7
834,579.5
835,585.6
836,583.3
837,573.6
838,691
839,479.8
840,465.5
841,423.9
842,411.7
843,423.5
844,412.1
845,422.1
846,571.1
847,427.2
848,410.7
849,424.1
850,411.2
851,423.1
852,517.3
853,532.4
854,689.2
855,522.1
856,426
857,410.9
858,423.6
859,411.3
860,423.5
861,411.7
862,582.4
863,415.5
864,421.7
865,468.8
866,473.3
867,475.1
868,468.1
869,476
870,625.7
871,587.4
872,1224.8
873,2102.1
874,2270.4
875,2331.4
876,2760
877,3308.6
878,3154.4
879,2074.8
880,2003.2
881,2594.9
882,1635.2
883,1356.1
884,1022.3
885,1123.6
886,647
887,478.8
888,466.3
889,477.5
890,465.4
891,478.6
892,472.2
893,471.6
894,635.4
895,575.5
896,1233.8
897,2096.4
898,2278.6
899,2328.3
900,2764.7
901,3307.2
902,3157.8
903,2076
904,2008.4
905,2595.9
906,1638.9
907,1347.2
908,1025.6
909,1131.1
910,644.4
911,472.5
912,475.3
913,468.3
914,476.4
915,467.2
916,477.3
917,466.1
918,637.7
919,586.3
920,1225
921,2101.2
922,2276.5
923,2336
924,2763.8
925,3310.8
926,3156.3
927,2081.4
928,2003.8
929,2598.4
930,1639.2
931,1356.4
932,1024.3
933,1124.9
934,647.5
935,471.1
936,475
937,475.5
938,468.8
939,476.4
940,467.7
941,477
942,634.5
943,579.5
944,1230.1
945,2102.2
946,2276.9
947,2333.7
948,2766.3
949,3313.5
950,3162
951,2076.6
952,2009.9
953,2598.9
954,1638.7
955,1355.1
956,1023.7
957,1131.5
958,641
959,480.8
960,465.1
961,479.7
962,474.7
963,470.1
964,475.5
965,469
966,637
967,585.3
968,1227.3
969,2099.4
970,2282.2
971,2336
972,2769
973,3312.9
974,3160.6
975,2083.9
976,2007
977,2602
978,1640.8
979,1351.7
980,1030.8
981,1126.8
982,647
983,469.5
984,477.9
985,466.3
986,478.6
987,470.3
988,474.5
989,476
990,628.1
991,588
992,799.5
993,1016.4
994,1346.7
995,1241.5
996,1459
997,1294.4
998,1246.5
999,1024.1
1000,913
1001,964.8
1002,591
1003,575.5
1004,586.6
1005,585.6
1006,691
1007,473.7
1008,476.2
1009,416
1010,421.3
1011,415.5
1012,420.4
1013,416
1014,582.3
1015,416.8
1016,422.5
1017,414.5
1018,421.5
1019,414.9
1020,529.3
1021,521.8
1022,692.8
1023,534.9
1024,414.8
1025,423
1026,413.5
1027,423.9
1028,413.9
1029,422.6
1030,573.6
1031,426.7
1032,412.5
1033,477.5
1034,466.2
1035,479.6
1036,474.1
1037,471.5
1038,637
1039,576.6
1040,1237.5
1041,2102.9
1042,2285.8
1043,2336.3
1044,2773.5
1045,3317.9
1046,3167
1047,2084.3
1048,2012.8
1049,2605.1
1050,1642.9
1051,1350.5
1052,1034.4
1053,1129.1
1054,647.3
1055,471
1056,477.5
1057,467.7
1058,478.5
1059,466.6
1060,479.1
1061,471.4
1062,633.5
1063,588
1064,1227.7
1065,2110.5
1066,2279.9
1067,2343
1068,2771.8
1069,3322.7
1070,3166.6
1071,2084.6
1072,2009.8
1073,2606.2
1074,1643
1075,1361
1076,1026.1
1077,1127.2
1078,649.5
1079,480
1080,467.8
1081,478.9
1082,466.8
1083,479.5
1084,468.2
1085,478
1086,637.2
1087,577.3
1088,1238.1
1089,2104.5
1090,2286.9
1091,2338.2
1092,2775.8
1093,3320.6
1094,3169.6
1095,2085.6
1096,2014.6
1097,2606.4
1098,1644.8
1099,1351.5
1100,1034.8
1101,1130.2
1102,647.7
1103,471.3
1104,477.7
1105,468
1106,478.7
1107,466.9
1108,479.2
1109,471.3
1110,634.2
1111,588.5
1112,1228.5
1113,2112
1114,2281.5
1115,2344.6
1116,2773.8
1117,3325.1
1118,3169
1119,2085.1
1120,2012.3
1121,2608
1122,1643.8
1123,1362
1124,1026.7
1125,1128
1126,649.9
1127,480.4
1128,467.8
1129,479
1130,466.8
1131,479.9
1132,473.6
1133,472.9
1134,637.6
1135,577.3
1136,1239
1137,2105.8
1138,2289
1139,2339.7
1140,2777.5
1141,3322.8
1142,3171.3
1143,2087.8
1144,2015.1
1145,2608.8
1146,1645.2
1147,1353.5
1148,1035.1
1149,1129.9
1150,648.3
1151,470.9
1152,478.3
1153,467.6
1154,480
1155,468.1
1156,479
1157,476.3
1158,629.9
1159,588.7
1160,800.9
1161,1018.9
1162,1348.8
1163,1245.5
1164,1462.5
1165,1297.6
1166,1249.1
1167,1026.7
1168,914.7
1169,967.3
1170,592.1
1171,576.7
1172,587.7
1173,586.7
1174,692.4
1175,474.5
1176,477.1
1177,416.6
1178,422
1179,416.1
1180,421
1181,416.5
1182,583.3
1183,417.3
1184,423.1
1185,415
1186,422.2
1187,415.4
1188,530.3
1189,522.5
1190,693.9
1191,535.4
1192,415.2
1193,423.8
1194,413.9
1195,423.8
1196,414.3
1197,423.4
1198,574.3
1199,427.9
1200,412.8
1201,424.5
1202,413.3
1203,424.9
1204,413.7
1205,423.7
1206,573.7
1207,428.9
1208,412.2
1209,425.8
1210,412.6
1211,425.1
1212,519.6
1213,534.9
1214,692.8
1215,525.7
1216,426.6
1217,412
1218,425.7
1219,412.4
1220,425.2
1221,412.8
1222,586.1
1223,423.3
1224,417.4
1225,475.6
1226,470.4
1227,477.5
1228,469.2
1229,478.5
1230,634.9
1231,583.1
1232,1234.3
1233,2112.1
1234,2286.1
1235,2343.4
1236,2778.9
1237,3327.2
1238,3176.4
1239,2084.3
1240,2020.4
1241,2609.6
1242,1646.6
1243,1357.2
1244,1027.3
1245,1139.2
1246,640.8
1247,481.4
1248,476
1249,470.8
1250,476.8
1251,469.7
1252,478
1253,468.5
1254,639.4
1255,587.6
1256,1230.7
1257,2110.1
1258,2288.9
1259,2347.4
1260,2777.6
1261,3327.5
1262,3172.5
1263,2091.1
1264,2013.4
1265,2611.3
1266,1646.9
1267,1362.9
1268,1028.4
1269,1129.7
1270,650
1271,479.2
1272,470
1273,477.8
1274,468.9
1275,478.4
1276,467.8
1277,479.3
1278,637.6
1279,579.6
1280,1239.4
1281,2108.5
1282,2289.1
1283,2341.8
1284,2781.1
1285,3326.8
1286,3176.8
1287,2087.1
1288,2020
1289,2610.7
1290,1647.6
1291,1354.1
1292,1032.3
1293,1135.4
1294,648
1295,472.9
1296,477.3
1297,469.2
1298,478.5
1299,468.1
1300,479.4
1301,467
1302,640.1
1303,588.4
1304,1230.4
1305,2113.6
1306,2286.2
1307,2347.9
1308,2777.9
1309,3329.9
1310,3173.4
1311,2089.4
1312,2013.8
1313,2612.1
1314,1646.6
1315,1363.8
1316,1028.1
1317,1129.4
1318,650.6
1319,481.2
1320,468.4
1321,479.7
1322,467.3
1323,480.2
1324,472.7
1325,474.6
1326,638.1
1327,577.9
1328,802
1329,1022.6
1330,1351.2
1331,1244.6
1332,1462.4
1333,1306.7
1334,1242.5
1335,1026
1336,915.4
1337,970.2
1338,591.6
1339,587.3
1340,585.3
1341,579.5
1342,694.4
1343,480.2
1344,470.4
1345,423.4
1346,415.9
1347,422.1
1348,416.3
1349,421.4
1350,576.8
1351,426.4
1352,414.8
1353,423.3
1354,415.1
1355,422.9
1356,522.1
1357,533.4
1358,692.3
1359,526.8
1360,425.6
1361,414.6
1362,423.5
1363,415
1364,422.8
1365,415.4
1366,584.4
1367,416.2
1368,424.6
1369,467.2
1370,479.4
1371,467
1372,480.3
1373,475.8
1374,631
1375,589
1376,1230
1377,2115.8
1378,2283.9
1379,2348.1
1380,2777.8
1381,3330
1382,3174.5
1383,2088
1384,2015.9
1385,2611.6
1386,1645.1
1387,1363.5
1388,1027.9
1389,1132.7
1390,646.9
1391,482
1392,467.3
1393,480.1
1394,472.5
1395,474.7
1396,476.2
1397,470.9
1398,638.6
1399,582.5
1400,1235.6
1401,2107.7
1402,2291.6
1403,2344
1404,2780.2
1405,3326.4
1406,3173.2
1407,2092.5
1408,2014.8
1409,2611.5
1410,1647
1411,1358.7
1412,1032.4
1413,1130.4
1414,649.4
1415,469.8
1416,479.5
1417,469.9
1418,476.9
1419,476.8
1420,470.1
1421,477.7
1422,628.7
1423,589.9
1424,1231.9
1425,2114.7
1426,2285
1427,2345
1428,2777.8
1429,3328.8
1430,3175.9
1431,2085.5
1432,2018.9
1433,2610.3
1434,1646
1435,1359.2
1436,1027.4
1437,1138.7
1438,639.9
1439,482.6
1440,475.7
1441,471.3
1442,476.3
1443,470.1
1444,477.6
1445,469
1446,639.3
1447,587.1
1448,1230.8
1449,2108.5
1450,2289.7
1451,2346
1452,2778.1
1453,3326.1
1454,3171.9
1455,2091.8
1456,2013.3
1457,2610.8
1458,1646.7
1459,1362.4
1460,1028.5
1461,1129.7
1462,649.8
1463,475.2
1464,473.8
1465,477
1466,469.6
1467,477.9
1468,468.5
1469,478.7
1470,637.1
1471,580.3
1472,1236.4
1473,2109.6
1474,2289
1475,2339.4
1476,2779.2
1477,3325.7
1478,3176.2
1479,2084.4
1480,2020.3
1481,2608.8
1482,1646.9
1483,1355.3
1484,1027.9
1485,1138.4
1486,643.6
1487,477.7
1488,476.4
1489,470
1490,477.3
1491,468.9
1492,478.3
1493,467.8
1494,639.9
1495,587.7
1496,800.6
1497,1019.6
1498,1343.3
1499,1251.4
1500,1457
1501,1303.9
1502,1241.4
1503,1033.9
1504,915.5
1505,967.6
1506,587.1
1507,583
1508,586.8
1509,583.5
1510,687
1511,483.1
1512,466.3
1513,427.3
1514,411.8
1515,426
1516,412.1
1517,425.6
1518,582.2
1519,419.6
1520,420.5
1521,417.3
1522,417.7
1523,420.1
1524,529.1
1525,524.8
1526,692.9
1527,533.8
1528,417.5
1529,421.7
1530,416.2
1531,418.8
1532,418.8
1533,414.6
1534,582.4
1535,425.5
1536,415.1
1537,476.5
1538,468.7
1539,478
1540,467.6
1541,478.8
1542,637.2
1543,579.3
1544,1237.9
1545,2106.1
1546,2286
1547,2339
1548,2777.9
1549,3322.8
1550,3173.6
1551,2083.8
1552,2018.5
1553,2606.9
1554,1646
1555,1353.4
1556,1028.7
1557,1136.4
1558,645.7
1559,474.8
1560,476.8
1561,469.4
1562,477.5
1563,468.3
1564,478.4
1565,467.2
1566,639.3
1567,587.9
1568,1228.9
1569,2108.9
1570,2284.2
1571,2344.3
1572,2773.7
1573,3323.5
1574,3168.1
1575,2087.6
1576,2010.6
1577,2607.7
1578,1644.7
1579,1361.3
1580,1027.1
1581,1128.3
1582,649.1
1583,479
1584,469.3
1585,477.6
1586,468.1
1587,478.4
1588,467
1589,479.3
1590,636.7
1591,578.5
1592,1237.5
1593,2104.6
1594,2285.2
1595,2337.4
1596,2775.9
1597,3320.5
1598,3171
1599,2083
1600,2016.7
1601,2605.5
1602,1645.1
1603,1352
1604,1029
1605,1135
1606,647
1607,472.9
1608,476.3
1609,469
1610,477.4
1611,467.9
1612,478.3
1613,466.8
1614,638.9
1615,587.6
1616,1228
1617,2107.7
1618,2282.3
1619,2342.6
1620,2771.7
1621,3321.1
1622,3165.7
1623,2086.1
1624,2009.1
1625,2605.8
1626,1643.5
1627,1360.3
1628,1026.5
1629,1127.5
1630,649.1
1631,478.7
1632,469.2
1633,477.2
1634,468
1635,477.9
1636,466.9
1637,478.8
1638,636.3
1639,578.4
1640,1236.5
1641,2102.3
1642,2283.8
1643,2334.8
1644,2774.4
1645,3317.8
1646,3168.9
1647,2080.7
1648,2015.8
1649,2603
1650,1643.9
1651,1351.7
1652,1026.5
1653,1135.7
1654,643.2
1655,476.4
1656,476
1657,469.2
1658,476.7
1659,468.1
1660,477.7
1661,467
1662,638.2
1663,586.7
1664,799.1
1665,1017.5
1666,1340.3
1667,1248.6
1668,1453.3
1669,1301.6
1670,1237.9
1671,1032.3
1672,913.6
1673,965.6
1674,583.9
1675,584.4
1676,585.7
1677,579.5
1678,688.8
1679,481.8
1680,466
1681,426.2
1682,411.6
1683,424.9
1684,412
1685,584.4
1686,422.1
1687,417.1
1688,413.1
1689,423.5
1690,411
1691,531.8
1692,529.9
1693,682.2
1694,535.5
1695,422.2
1696,416.1
1697,415.1
1698,420.9
1699,412.8
1700,424.3
1701,582.2
1702,417.3
1703,421.5
1704,468.2
1705,476.5
1706,467.8
1707,477.1
1708,466.8
1709,638.1
1710,585.6
1711,1226.3
1712,2101.7
1713,2280.2
1714,2337.5
1715,2767.2
1716,3313.4
1717,3159.5
1718,2084.3
1719,2005.9
1720,2600.9
1721,1640.8
1722,1356.3
1723,1026.4
1724,1126.1
1725,647.5
1726,468.9
1727,478.7
1728,475
1729,469.5
1730,476
1731,468.1
1732,477.5
1733,629.5
1734,584.7
1735,1228.5
1736,2103.9
1737,2275.2
1738,2334.2
1739,2765.2
1740,3313.8
1741,3161
1742,2077
1743,2008.7
1744,2598.7
1745,1638.1
1746,1356.1
1747,1023.7
1748,1129.6
1749,643
1750,480.4
1751,465.5
1752,479.1
1753,473.5
1754,470.6
1755,474.4
1756,469.1
1757,636.3
1758,581.6
1759,1228.6
1760,2097
1761,2279.9
1762,2331.4
1763,2765.7
1764,3310
1765,3156.4
1766,2079.6
1767,2006.9
1768,2598.1
1769,1638.8
1770,1347.5
1771,1032.1
1772,1126
1773,646.1
1774,470.2
1775,476.7
1776,466.8
1777,477.4
1778,465.5
1779,478
1780,469.7
1781,632.3
1782,586.8
1783,1223.6
1784,2102.4
1785,2272.1
1786,2334.4
1787,2761.6
1788,3309.7
1789,3154.2
1790,2078.3
1791,2002.1
1792,2596.5
1793,1638
1794,1355.8
1795,1023.3
1796,1123.9
1797,647.3
1798,477.5
1799,468.3
1800,476.1
1801,467.1
1802,476.4
1803,466
1804,477.3
1805,634.7
1806,577.1
1807,1231.7
1808,2095.5
1809,2273.4
1810,2327.5
1811,2762.1
1812,3305.8
1813,3156.4
1814,2071.8
1815,2007.1
1816,2593.4
1817,1635.9
1818,1351.7
1819,1021.8
1820,1130.7
1821,638.7
1822,480.5
1823,469.8
1824,473.6
1825,474.4
1826,468.9
1827,475.2
1828,467.8
1829,635.6
1830,583.8
1831,791.1
1832,1019.2
1833,1336.4
1834,1241.9
1835,1447.2
1836,1298.6
1837,1233.2
1838,1019.9
1839,911.7
1840,967
1841,583.9
1842,584.7
1843,582.5
1844,575.7
1845,690.8
1846,478.7
1847,467.5
1848,422.4
1849,413.3
1850,420.9
1851,413.8
1852,420.4
1853,572.6
1854,424.5
1855,412.4
1856,422.4
1857,412.8
1858,421.4
1859,518.9
1860,530.8
1861,688.2
1862,523.5
1863,424.1
1864,412.6
1865,421.8
1866,413
1867,421.2
1868,413.4
1869,581.1
1870,414.3
1871,422.8
1872,464.9
1873,476.8
1874,464.5
1875,477.5
1876,470.8
1877,629.3
1878,585.4
1879,1220.5
1880,2096.8
1881,2265.8
1882,2327.9
1883,2753.9
1884,3299.9
1885,3144.9
1886,2073.2
1887,1996.8
1888,2589.2
1889,1633.7
1890,1352.1
1891,1021
1892,1121.3
1893,645.8
1894,471.3
1895,472.6
1896,474.4
1897,467.2
1898,475.1
1899,466.2
1900,475.6
1901,632.3
1902,577.5
1903,1224.4
1904,2093.1
1905,2264.7
1906,2323.1
1907,2751.6
1908,3298.2
1909,3145
1910,2068.3
1911,1997.4
1912,2586.6
1913,1630.7
1914,1352.2
1915,1019.6
1916,1119.9
1917,646.1
1918,478.5
1919,465.6
1920,477.1
1921,464.3
1922,477.1
1923,464.5
1924,476.7
1925,633.3
1926,574
1927,1228.6
1928,2087.2
1929,2267.3
1930,2317.5
1931,2752.4
1932,3292
1933,3145
1934,2063.9
1935,2000.8
1936,2583.3
1937,1630.2
1938,1346.3
1939,1018.5
1940,1127.5
1941,636.3
1942,479.5
1943,469.9
1944,471.3
1945,473.1
1946,467.7
1947,474
1948,466.7
1949,633.8
1950,582.2
1951,1219.3
1952,2084.9
1953,2266.9
1954,2318.1
1955,2749.2
1956,3288.8
1957,3139.5
1958,2066.1
1959,1997.1
1960,2582.2
1961,1630.3
1962,1340
1963,1021
1964,1126.1
1965,640.2
1966,472.7
1967,473.9
1968,466.8
1969,474.2
1970,465.5
1971,475
1972,464.5
1973,634.5
1974,582.9
1975,1217.5
1976,2085.7
1977,2262.6
1978,2319.1
1979,2745.9
1980,3285.9
1981,3134.6
1982,2067.7
1983,1992.2
1984,2580.8
1985,1628.4
1986,1339.5
1987,1025.9
1988,1119.2
1989,642.8
1990,468.3
1991,474.6
1992,465
1993,475.2
1994,463.7
1995,475.8
1996,465.4
1997,631.5
1998,583.3
1999,793.2
2000,1007.9
2001,1330.2
2002,1236.5
2003,1441.7
2004,1288.3
2005,1227.9
2006,1022.8
2007,906.1
2008,957.5
2009,579.4
2010,580.9
2011,581.6
2012,574
2013,685.3
2014,479.3
2015,463.5
2016,423.6
2017,409.6
2018,421.4
2019,410.1
2020,421.8
2021,567.9
2022,426
2023,408.8
2024,422.9
2025,409.3
2026,422.3
2027,514.7
2028,530.2
2029,685.7
2030,519.6
2031,424.7
2032,409
2033,422.1
2034,409.6
2035,422
2036,410.1
2037,579.6
2038,413.5
2039,420.6
2040,465.6
2041,471.9
2042,472.5
2043,465.8
2044,473.3
2045,622
2046,583.7
2047,1214.1
2048,2085.8
2049,2250.5
2050,2313.8
2051,2736.9
2052,3280
2053,3125.3
2054,2060.6
2055,1984.9
2056,2573.5
2057,1623.7
2058,1344.5
2059,1016.2
2060,1115.4
2061,642.3
2062,464.9
2063,475.9
2064,469.4
2065,468.5
2066,472.5
2067,465.2
2068,473.3
2069,621.3
2070,583.5
2071,1213.8
